id,name,neighborhood_overview,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
891907,aplace/antwerp: stunning flat with square view,"Aplace/antwerp is situated in the middle of the old town of Antwerp. On the corner of ‘de Groenplaats’ and the Big Market, the designer shops (the famous Dries van Noten shop is around the corner) and the ‘Kloosterstraat’, known for its antique en curiosa. The ideal spot to discover Antwerp! <br /><br />De Vrijdagmarkt is a quiet square that hasn’t been discovered by the big audience yet and ideal to meet local Antwerp people. Very unique and traditonal is the weekly auction on - fridays - on the ‘Vrijdagmarkt’. Here you can buy for a cheap price exclusive, retro and sometimes even valuable objects.<br /><br />When staring out of your windows you'll see the beautifully enlightened building of the Museum Plantin-Moretues. The only printing/publisher in the world from the Renaissances and baroque time which has kept remained and the only museum in the world on the UNESCO World Heritage list - so for sure a must see!<br /><br />In the ‘Nationalestraat’ (= around the corner) and in the nei",234077,Karin,f,4,4,t,t,"Antwerp, Flemish Region, Belgium",Historisch Centrum,51.21825,4.39901,Entire apartment,Entire home/apt,4,,1.5 baths,2,2,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Fire extinguisher"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Keypad"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Hot water"", ""Oven"", ""Bed linens"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Paid parking off premises"", ""Private entrance"", ""Coffee maker"", ""Cable TV"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$178.00 ,2,366,2,5,1000,1125,4.7,1004.3,t,10,40,70,330,5,1,0,100,10,10,10,10,10,9,f,4,2,0,0,0.06
959200,NEST,"The great thing about our neighbourhood is the always present couleur locale, het Krugerplein, which is a public square, slash park, with the cosy Bar Leon. You can have great food in the countless Moroccan restaurants on the Turnhoutsebaan. Or at the Ecocafé or -a little bit further- in the Kerkstraat. Very nearby are de Roma (a beautiful old concerthall) and Trix (a musiccentre with fantastic gigs). Art galeries like Base Alpha and Zeno X keep on popping up.",4715596,Caroline & Klaas,t,2,2,t,t,"Antwerp, Flemish Region, Belgium",Borgerhout Intra Muros Noord,51.21596,4.43764,Entire apartment,Entire home/apt,2,,1.5 baths,1,1,"[""Stove"", ""Oven"", ""Extra pillows and blankets"", ""TV"", ""Shower gel"", ""Body soap"", ""Carbon monoxide alarm"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Hair dryer"", ""Cooking basics"", ""Baking sheet"", ""Bed linens"", ""Washer"", ""Coffee maker"", ""Host greets you"", ""Heating"", ""Luggage dropoff allowed"", ""Garden or backyard"", ""Dishes and silverware"", ""Kitchen"", ""Record player"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Smoke alarm"", ""Paid parking off premises"", ""Shampoo""]",$49.00 ,2,30,2,2,30,30,2,30,t,0,0,0,0,58,4,0,97,10,10,9,10,9,10,f,2,2,0,0,0.67
961296,Great Classic House in Antwerp (4-10 persons),The neighborhood is very quiet and near to the centre.,3189018,Cathy,f,3,3,t,t,"Antwerp, Flemish Region, Belgium",Borgerhout Intra Muros Noord,51.21531,4.44498,Entire house,Entire home/apt,10,,2 baths,5,5,"[""Kitchen"", ""Shampoo"", ""Refrigerator"", ""Fire extinguisher"", ""Dishwasher"", ""Garden or backyard"", ""Hangers"", ""Essentials"", ""Host greets you"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Dryer"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""Stove"", ""Hot water"", ""Oven"", ""Bed linens"", ""Iron"", ""Extra pillows and blankets"", ""Coffee maker"", ""Cable TV"", ""Cooking basics"", ""Smoke alarm""]",$317.00 ,1,30,1,2,30,30,1.3,30,t,0,0,0,0,48,1,0,93,9,9,10,10,8,9,f,3,1,2,0,0.61
991824,Colourful Inspiration In Every Room,,5446991,Magali,f,2,2,t,t,,Deurne Zuid West,51.20316,4.46015,Entire apartment,Entire home/apt,5,,1 bath,3,5,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Pack \u2019n Play/travel crib"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Free parking on premises"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""High chair"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Wifi"", ""Room-darkening shades"", ""Smoke alarm"", ""Stove"", ""First aid kit"", ""Free street parking"", ""Hot water"", ""Oven"", ""Bed linens"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Extra pillows and blankets"", ""Lockbox"", ""Coffee maker"", ""Cable TV"", ""Cooking basics"", ""Dedicated workspace""]",$77.00 ,1,1125,1,1,1125,1125,1,1125,t,28,58,88,362,230,4,0,93,10,9,10,10,9,9,t,2,2,0,0,2.46
1050693,Colourful Inspiration In Every Room,,5446991,Magali,f,2,2,t,t,,Deurne Zuid West,51.20316,4.46015,Entire apartment,Entire home/apt,5,,1 bath,3,5,"[""Kitchen"", ""Shampoo"", ""Refrigerator"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Free parking on premises"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""High chair"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Wifi"", ""Stove"", ""Free street parking"", ""Hot water"", ""Oven"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Crib"", ""Dedicated workspace"", ""Lockbox"", ""Coffee maker"", ""Cable TV"", ""Cooking basics"", ""Smoke alarm""]",$77.00 ,1,1125,1,1,1125,1125,1,1125,t,1,1,1,1,23,5,0,90,10,9,10,10,9,9,t,2,2,0,0,0.26
1105318,"Number22Antwerp, cosy duplex",,6068286,Frederic Luca,f,2,2,t,t,,Zuid,51.21024,4.39995,Entire apartment,Entire home/apt,2,,1 bath,1,2,"[""Iron"", ""Hangers"", ""Dryer"", ""Fire extinguisher"", ""Shampoo"", ""Heating"", ""Smoke alarm"", ""Air conditioning"", ""Wifi"", ""TV"", ""Hot tub"", ""Kitchen"", ""Washer"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Essentials""]",$75.00 ,2,1125,2,2,1125,1125,2,1125,t,30,60,90,365,29,0,0,89,9,9,10,9,9,9,f,3,3,0,0,0.32
1108491,4 Cosy rooms near Central Station! ~ double room,,4396703,Son,t,4,4,t,t,,Amandus - Atheneum,51.2215,4.42606,Private room in house,Private room,2,,4.5 baths,4,4,"[""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Shower gel"", ""Hot water"", ""Hangers"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Washer"", ""Host greets you"", ""First aid kit"", ""Heating"", ""Dishes and silverware"", ""Breakfast"", ""Kitchen"", ""Wifi"", ""Fire extinguisher"", ""Dryer"", ""Smoke alarm"", ""High chair"", ""Shampoo""]",$40.00 ,1,365,1,1,365,365,1,365,t,29,59,89,360,216,2,0,97,10,10,10,10,9,10,f,5,1,4,0,2.32
1146375,Homey apartment near Antwerpen Centraal Station,,1764235,Isa,f,4,4,t,t,,Borgerhout Intra Muros Noord,51.21751,4.4298,Entire apartment,Entire home/apt,6,,1 bath,2,3,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Essentials"", ""Host greets you"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""Smoke alarm"", ""Stove"", ""Elevator"", ""Hot water"", ""Oven"", ""Bed linens"", ""Iron"", ""Hair dryer"", ""Paid parking off premises"", ""Coffee maker"", ""Cable TV"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$57.00 ,1,1125,1,1,1125,1125,1,1125,t,27,57,87,350,165,4,0,92,10,10,10,10,9,9,f,1,1,0,0,1.8
1172376,"Number22Antwerp, Cosy & Trendy Flat",,6068286,Frederic Luca,f,2,2,t,t,,Zuid,51.21026,4.40138,Entire apartment,Entire home/apt,2,,1 bath,1,2,"[""Kitchen"", ""Hot tub"", ""Shampoo"", ""Air conditioning"", ""Extra pillows and blankets"", ""Hot water"", ""Bed linens"", ""Hangers"", ""Essentials"", ""Cable TV"", ""TV"", ""Heating"", ""Wifi""]",$80.00 ,1,1125,1,2,1125,1125,1.3,1125,t,30,60,90,365,16,1,0,91,9,10,9,8,10,9,f,3,3,0,0,0.18
1172826,Bedroom in large antique house near parks+trams,"The house is located in one of the nicest neighbourhoods of Antwerp, in the middle of parks and near tram stops. Berchem railway station is 5 minutes away, central station is 15 minutes away.",1167377,Geert,f,1,1,t,t,"Antwerp, Flemish Region, Belgium",Deurne Zuid West,51.19813,4.45807,Private room in house,Private room,2,,3 shared baths,1,1,"[""Washer"", ""Kitchen"", ""Dishes and silverware"", ""Refrigerator"", ""Stove"", ""Fire extinguisher"", ""Garden or backyard"", ""Microwave"", ""Long term stays allowed"", ""Cooking basics"", ""Patio or balcony"", ""Smoke alarm"", ""Heating"", ""Luggage dropoff allowed"", ""Wifi""]",$16.00 ,7,365,7,7,365,365,7,365,t,30,60,90,365,3,1,0,100,10,9,10,9,10,10,f,2,0,2,0,0.16
1184623,Luxe penthouse,The old port of Antwerp is one of the best areas for dining and evening leisure.,4865806,Tommie,f,4,4,t,t,"Antwerp, Flemish Region, Belgium",Eilandje,51.23133,4.41015,Entire loft,Entire home/apt,6,,3 baths,2,2,"[""Stove"", ""Waterfront"", ""Oven"", ""Extra pillows and blankets"", ""TV"", ""Carbon monoxide alarm"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Cooking basics"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Room-darkening shades"", ""Bed linens"", ""Washer"", ""Coffee maker"", ""Patio or balcony"", ""Heating"", ""Microwave"", ""Dishwasher"", ""Free parking on premises"", ""Dishes and silverware"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Iron"", ""Smoke alarm"", ""Paid parking off premises"", ""Shampoo""]",$170.00 ,2,1125,2,2,1125,1125,2,1125,t,0,0,0,213,21,3,0,95,10,9,10,10,10,9,f,2,2,0,0,0.24
1209063,Room with a view!,"Close to everything, nice local cafes and resto's around, public transportation nearby, local area just outside the city center.",6596883,Martine,t,1,1,t,t,"Antwerp, Flemish Region, Belgium",Borgerhout Intra Muros Zuid,51.21053,4.43308,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Washer"", ""Kitchen"", ""Shampoo"", ""Dedicated workspace"", ""Elevator"", ""Fire extinguisher"", ""Hot water"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Host greets you"", ""Iron"", ""TV"", ""Heating"", ""Paid parking off premises"", ""Wifi""]",$77.00 ,1,1125,1,1,1125,1125,1,1125,t,28,58,88,178,33,3,0,96,10,10,10,10,9,9,f,1,1,0,0,0.37
1227242,Cosy ship Hannus Antwerp Belgium,,4193029,Jan,f,1,1,t,t,,Eilandje,51.22775,4.40388,Private room in boat,Private room,16,,2 shared baths,10,20,"[""Kitchen"", ""First aid kit"", ""Private entrance"", ""Fire extinguisher"", ""Hot water"", ""Lock on bedroom door"", ""Smoke alarm"", ""Heating""]",$66.00 ,1,1125,1,1,1125,1125,1,1125,t,30,60,90,349,4,4,0,90,10,9,10,10,10,8,f,2,0,2,0,0.38
1267516,"Suites in Antwerp:""Suite Frederik""",,5758428,Philip-Emmanuel,f,2,2,t,f,,Zurenborg,51.207,4.42702,Entire apartment,Entire home/apt,2,,,1,1,"[""Washer"", ""TV"", ""Kitchen"", ""Cable TV"", ""Heating"", ""Wifi"", ""Dryer""]",$179.00 ,1,1125,1,1,1125,1125,1,1125,t,30,60,90,365,3,0,0,73,9,10,9,10,9,9,f,2,2,0,0,0.03
1328770,Cosy historic Ship Hannus  Antwerp,,4193029,Jan,f,1,1,t,t,,Eilandje,51.22875,4.40254,Private room in boat,Private room,16,,2 shared baths,11,16,"[""Kitchen"", ""Dishes and silverware"", ""Refrigerator"", ""First aid kit"", ""Stove"", ""Fire extinguisher"", ""Coffee maker"", ""Hot water"", ""Oven"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Smoke alarm"", ""Heating"", ""Wifi""]",$66.00 ,1,1125,1,1,1125,1125,1,1125,t,30,58,88,353,136,9,0,90,9,8,10,10,10,9,f,2,0,2,0,1.5
1405414,bright apartment with parkview,,4870468,Debora - Jo,t,1,1,t,t,,Stadspark,51.21388,4.41573,Entire apartment,Entire home/apt,4,,1 bath,2,3,"[""Washer"", ""Kitchen"", ""Dishes and silverware"", ""Refrigerator"", ""Elevator"", ""Private entrance"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Essentials"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Hair dryer"", ""Dedicated workspace"", ""Heating"", ""Wifi""]",$90.00 ,3,1125,3,3,1125,1125,3,1125,t,0,0,0,120,98,2,0,95,10,10,10,10,10,9,f,1,1,0,0,1.09
1427505,Trendy apartment near city park !,We love this area as it is very close to the City Park and just a few miles away from all the trendy spots in Antwerp.,7672678,Mark,t,1,1,t,t,"Antwerp, Flemish Region, Belgium",Stadspark,51.21205,4.41315,Entire apartment,Entire home/apt,2,,1.5 baths,1,0,"[""Hair dryer"", ""Washer"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""TV"", ""Host greets you"", ""Kitchen"", ""Elevator"", ""Heating"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Paid parking off premises"", ""Long term stays allowed"", ""Hangers"", ""Dryer"", ""Iron"", ""Cooking basics"", ""Essentials""]",$67.00 ,10,600,10,10,600,600,10,600,t,27,57,87,362,41,0,0,93,10,9,10,10,9,9,t,1,1,0,0,0.45
1504952,"""Antwerp B&B""","Artist area-Dageraadplaats.<br />Close to Central station, shopping area and the major Concerthalls, like Elizabethzaal or Roma and Rataplan.",573329,Patricia,t,2,2,t,t,"Antwerp, Flanders, Belgium",Centraal Station,51.21692,4.42749,Private room in bed and breakfast,Private room,12,,3 baths,4,8,"[""Hangers"", ""Lock on bedroom door"", ""Essentials"", ""Fire extinguisher"", ""Smoke alarm"", ""Shampoo"", ""Bed linens"", ""Bathtub"", ""Dryer"", ""Private entrance"", ""Room-darkening shades"", ""Kitchen"", ""Iron"", ""Washer"", ""Microwave"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Paid parking off premises"", ""Pack \u2019n Play/travel crib"", ""Cable TV"", ""Dedicated workspace"", ""Hot water"", ""Breakfast"", ""Refrigerator"", ""Host greets you"", ""Children\u2019s books and toys"", ""Wifi"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Hair dryer"", ""High chair"", ""Heating"", ""TV"", ""Cooking basics""]",$100.00 ,1,1125,1,2,1125,1125,1.3,1125,t,29,59,89,364,55,1,0,95,10,10,10,10,9,9,f,1,0,1,0,0.61
1577011,New and bright apartment in center,Lively district with plenty activities. Nice restaurants and bars nearby. Very central location to discover the different neighbourhoods of the city and at walking distance from the medieval part.,8382721,Rien,f,1,1,t,t,"Antwerp, Flanders, Belgium",Stuivenberg,51.22105,4.42809,Entire apartment,Entire home/apt,4,,1 bath,2,2,"[""Washer"", ""Kitchen"", ""Dedicated workspace"", ""Elevator"", ""Essentials"", ""Long term stays allowed"", ""TV"", ""Heating"", ""Wifi""]",$65.00 ,4,1125,4,4,1125,1125,4,1125,t,30,60,88,355,33,0,0,97,10,10,10,10,9,10,f,1,1,0,0,0.37
1585405,Relax and enjoy Antwerp :-),.,8446724,Vera,t,1,1,t,t,"Antwerp, Flanders, Belgium",Deurne Dorp - Gallifort,51.22337,4.46923,Private room in house,Private room,2,,1.5 shared baths,1,1,"[""Stove"", ""Oven"", ""Carbon monoxide alarm"", ""TV"", ""Shower gel"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Bed linens"", ""Coffee maker"", ""First aid kit"", ""Cable TV"", ""Heating"", ""Microwave"", ""Luggage dropoff allowed"", ""Gym"", ""Dishes and silverware"", ""Kitchen"", ""Cleaning before checkout"", ""Wifi"", ""Long term stays allowed"", ""Ethernet connection"", ""Keypad"", ""Smoke alarm"", ""Paid parking off premises"", ""Shampoo""]",$38.00 ,3,1125,3,3,1125,1125,3,1125,t,26,56,86,361,196,10,0,97,10,10,10,10,9,10,t,1,0,1,0,2.19
1666809,Duplex apartment/loft close to MAS with parking,"The apartment is 5 minute walk from the MAS (famous Eilandje neighborhood, with lots of restaurants, museums, art..). 10 minute walk from the grand place and shopping street. The apartment is at the corner of one of the best kept and secure red light districts in the world.",4127444,Maarten,f,0,0,t,t,"Antwerp, Flanders, Belgium",Historisch Centrum,51.22493,4.40333,Entire condominium,Entire home/apt,4,,1.5 baths,2,2,"[""Washer"", ""Kitchen"", ""Shampoo"", ""Smoke alarm"", ""Lockbox"", ""Hot water"", ""Hangers"", ""Essentials"", ""Iron"", ""Dryer"", ""Free parking on premises"", ""TV"", ""Heating"", ""Wifi""]",$75.00 ,2,1125,2,2,1125,1125,2,1125,t,26,56,86,266,6,6,0,87,8,7,9,9,10,8,f,1,1,0,0,0.59
1708652,"Suites in Antwerp: ""suite Joachim""",,5758428,Philip-Emmanuel,f,2,2,t,f,,Zurenborg,51.20828,4.42645,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""TV"", ""Kitchen"", ""Cable TV"", ""Heating"", ""Wifi"", ""Shampoo"", ""Dryer""]",$74.00 ,2,1125,2,2,1125,1125,2,1125,t,29,59,89,364,2,1,0,100,10,10,10,10,10,10,f,2,2,0,0,0.14
1791465,Lovely flat in trendy neighborhood,"The flat is located in a great and increasingly popular neighborhood. It's multicultural and alternative, with lots of nice bars very close. Don't worry, I'll tell you where to find them or take you there. Also around the corner there's a great art gallery, called Zeno X. And there's a legendary concert hall/cinema, called De Roma. And lots of nice restaurants, snackbars and shops, too. Plenty of groceries, bakeries, butchers and supermarkets within walking distance.",9399334,Dirk & Leen,t,1,1,t,t,"Antwerp, Flanders, Belgium",Borgerhout Intra Muros Noord,51.21406,4.43907,Entire apartment,Entire home/apt,4,,1 bath,2,3,"[""Kitchen"", ""Shampoo"", ""Refrigerator"", ""Fire extinguisher"", ""Dishwasher"", ""Essentials"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""First aid kit"", ""Stove"", ""Hot water"", ""Oven"", ""Bed linens"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Coffee maker"", ""Cable TV"", ""Cooking basics"", ""Smoke alarm""]",$51.00 ,3,366,3,3,366,366,3,366,t,0,1,2,245,75,3,1,92,9,9,10,10,9,9,f,1,1,0,0,0.86
1808782,LOFT 1D  - conceptual loft,"dynamic part of the city with many places to have a drink and a bite. art galleries, fashion shops, fashion museum, filmmuseum, art museum (currently closed for renovation), near the river Scheldt.",9478810,Keith,t,1,1,t,t,"Antwerp, Flanders, Belgium",Sint-Andries,51.21232,4.39571,Entire loft,Entire home/apt,2,,1 bath,1,1,"[""Stove"", ""Oven"", ""Carbon monoxide alarm"", ""TV"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Washer"", ""Coffee maker"", ""Host greets you"", ""First aid kit"", ""Cable TV"", ""Heating"", ""Microwave"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Bathtub"", ""Garden or backyard"", ""Dishes and silverware"", ""Kitchen"", ""Elevator"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Dryer"", ""Iron"", ""Single level home"", ""Smoke alarm"", ""Shampoo""]",$112.00 ,2,60,2,2,60,60,2,60,t,28,58,88,315,188,15,4,99,10,10,10,10,10,10,f,1,1,0,0,2.19
2059299,Casual house nicely located,,7034290,Kwinten,f,2,2,t,f,,Haringrode,51.20202,4.41754,Private room in townhouse,Private room,2,,1 shared bath,1,1,"[""Kitchen"", ""Oven"", ""Private living room"", ""Hangers"", ""Essentials"", ""Dedicated workspace"", ""Heating"", ""Wifi""]",$23.00 ,2,366,2,2,366,366,2,366,t,9,38,68,158,37,5,0,89,9,7,10,9,10,9,f,2,0,2,0,1.07
2059774,spacious and comfortable apartment,,8689159,Agnes,f,1,1,t,f,,Oud - Berchem,51.19714,4.41722,Entire apartment,Entire home/apt,3,,1 bath,1,2,"[""Washer"", ""Kitchen"", ""Dishes and silverware"", ""Refrigerator"", ""Dedicated workspace"", ""Elevator"", ""Coffee maker"", ""Hangers"", ""Essentials"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Patio or balcony"", ""TV"", ""Heating"", ""Wifi""]",$85.00 ,6,1125,6,6,1125,1125,6,1125,t,27,57,87,362,12,1,0,96,10,10,10,10,10,10,f,1,1,0,0,0.14
2069688,Authentic centre Antwerp: cozy view,,10583986,Amada,f,1,1,t,t,,Historisch Centrum,51.22642,4.401,Entire apartment,Entire home/apt,2,,1 bath,,1,"[""Kitchen"", ""First aid kit"", ""Essentials"", ""Hair dryer"", ""Smoke alarm"", ""Heating"", ""Wifi""]",$60.00 ,1,1125,1,1,1125,1125,1,1125,t,29,59,89,364,139,1,0,89,10,9,10,10,10,9,f,1,1,0,0,1.63
2086302,Cozy apartment in Antwerp-Berchem,"This apartment is located on the corner of some parks, public transport (bus, tram, metro) and daily shops. Antwerp City Centre is a 15-cycling, 5 min by train or 15 min by tram or bus.",4218557,Anke,f,1,1,t,t,"Antwerp, Flanders, Belgium",Groenenhoek,51.1958,4.4392,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Stove"", ""Oven"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Cooking basics"", ""Essentials"", ""Bed linens"", ""Heating"", ""Microwave"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Dishes and silverware"", ""Free street parking"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Smoke alarm"", ""Shampoo""]",$45.00 ,30,1125,30,30,1125,1125,30,1125,t,3,13,14,203,12,0,0,93,9,9,10,9,9,9,t,1,1,0,0,0.14
